,authors_institution,authors,policy_document_id,overton_url,policy_doc_title,policy_doc_description,published_date,policy_doc_area,policy_doc_source,citing_paper_text,citing_paper_doi,scholarly_titles
27,University of Georgia,Vicki S. Freimuth,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"Distrust of the government often stands in the way of cooperation with public health recommendations in a crisis. The purpose of this article is to describe the public's trust in government recommendations during the early stages of the H1N1 pandemic and to identify factors that might account for these trust levels. The authors surveyed 1,543 respondents about their experiences and attitudes related to H1N1 influenza between June 3, 2009, and July 6, 2009, during the first wave of the pandemic using the Knowledge Networks online panel. This panel is representative of the U.S. population and uses a combination of random digit dialing and address-based probability sampling frames covering 99% of the U.S. household population to recruit participants. To ensure participation of low-income individuals and those without Internet access, Knowledge Networks provides hardware and access to the Internet if needed. Measures included standard demographics, a trust scale, trust ratings for individual spokespersons, involvement with H1N1, experience with H1N1, and past discrimination in health care. The authors found that trust of government was low (2.3 out of 4) and varied across demographic groups. Blacks and Hispanics reported higher trust in government than did Whites. Of the spokespersons included, personal health professionals received the highest trust ratings and religious leaders the lowest. Attitudinal and experience variables predicted trust better than demographic characteristics. Closely following the news about the flu virus, having some self-reported knowledge about H1N1, self-reporting of local cases, and previously experiencing discrimination were the significant attitudinal and experience predictors of trust. Using a second longitudinal survey, trust in the early stages of the pandemic predicted vaccine acceptance later but only for White, non-Hispanic individuals.",10.1080/10810730.2013.811323,Trust During the Early Stages of the 2009 H1N1 Pandemic
28,University of Sheffield,Peter W. Wright,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1111/ecca.12254,Don't Look Down: The Consequences of Job Loss in a Flexible Labour Market
29,University of Nottingham,Richard Upward,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1111/ecca.12254,Don't Look Down: The Consequences of Job Loss in a Flexible Labour Market
30,Motu Economic and Public Policy Research,Wilbur Townsend,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1111/1467-8462.12312,The Longer‐term Impacts of Job Displacement on Labour Market Outcomes in New Zealand
31,Motu Economic and Public Policy Research,Dean Hyslop,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1111/1467-8462.12312,The Longer‐term Impacts of Job Displacement on Labour Market Outcomes in New Zealand
32,,,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1787/e5c9de1a-en,COVID-19: Protecting people and societies
33,Maastricht University,Lex Borghans,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1787/5jxsr7vr78f7-en,Fostering and Measuring Skills
34,Maastricht University,Bas ter Weel,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1787/5jxsr7vr78f7-en,Fostering and Measuring Skills
35,KU Leuven,Ron Diris,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1787/5jxsr7vr78f7-en,Fostering and Measuring Skills
36,University of Chicago,James J. Heckman,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1787/5jxsr7vr78f7-en,Fostering and Measuring Skills
37,University of Chicago,Tim Kautz,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1787/5jxsr7vr78f7-en,Fostering and Measuring Skills
38,Organisation For Economic Co-Operation and Development,Thomas G. Manfredi,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1787/5kmh79zb2mmv-en,Rising Youth Unemployment During The Crisis
39,Organisation For Economic Co-Operation and Development,Anne Sonnet,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1787/5kmh79zb2mmv-en,Rising Youth Unemployment During The Crisis
40,Organisation For Economic Co-Operation and Development,Stefano Scarpetta,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1787/5kmh79zb2mmv-en,Rising Youth Unemployment During The Crisis
41,,,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1787/9789264266490-en,PISA 2015 Results (Volume I)
42,Motu Economic and Public Policy Research,David C. Maré,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.29310/wp.2013.03,The Costs of Involuntary Job Loss: Impacts on Workers Employment and Earnings
43,"Ministry of Business, Innovation and Employment",Sylvia Dixon,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.29310/wp.2013.03,The Costs of Involuntary Job Loss: Impacts on Workers Employment and Earnings
44,Ludwig-Maximilians-Universität München,Gisela Mohr,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"In this study, unemployed blue-collar workers over the age of 45 (N = 51) filled out a questionnaire in 1975 and in 1977. It was shown that prolonged unemployment or re-unemployment leads to depression, reduced hope, and financial problems, although none of these factors leads to prolonged unemployment. Being employed or retired leads to a reduction of depression and financial problems. Problems associated with the daily hassles of unemployment, such as financial problems and disappointed hope play a role in the development of depression with prolonged unemployment. Potential third variables that could cause both unemployment and depression--such as internal/external control, passivity, sickness, and age--do not affect the effect of unemployment on depression.",10.1016/0277-9536(87)90385-6,Prolonged unemployment and depression in older workers: A longitudinal study of intervening variables
45,Ludwig-Maximilians-Universität München,Michael Frese,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"In this study, unemployed blue-collar workers over the age of 45 (N = 51) filled out a questionnaire in 1975 and in 1977. It was shown that prolonged unemployment or re-unemployment leads to depression, reduced hope, and financial problems, although none of these factors leads to prolonged unemployment. Being employed or retired leads to a reduction of depression and financial problems. Problems associated with the daily hassles of unemployment, such as financial problems and disappointed hope play a role in the development of depression with prolonged unemployment. Potential third variables that could cause both unemployment and depression--such as internal/external control, passivity, sickness, and age--do not affect the effect of unemployment on depression.",10.1016/0277-9536(87)90385-6,Prolonged unemployment and depression in older workers: A longitudinal study of intervening variables
46,University of Virginia,Ed Diener,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The empirical science of subjective well-being, popularly referred to as happiness or satisfaction, has grown enormously in the past decade. In this Review, we selectively highlight and summarize key researched areas that continue to develop. We describe the validity of measures and their potential biases, as well as the scientific methods used in this field. We describe some of the predictors of subjective well-being such as temperament, income and supportive social relationships. Higher subjective well-being has been associated with good health and longevity, better social relationships, work performance and creativity. At the community and societal levels, cultures differ not only in their levels of well-being but also to some extent in the types of subjective well-being they most value. Furthermore, there are both universal and unique predictors of subjective well-being in various societies. National accounts of subjective well-being to help inform policy decisions at the community and societal levels are now being considered and adopted. Finally we discuss the unknowns in the science and needed future research.",10.1038/s41562-018-0307-6,Advances in subjective well-being research
47,Purdue University West Lafayette,Louis Tay,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The empirical science of subjective well-being, popularly referred to as happiness or satisfaction, has grown enormously in the past decade. In this Review, we selectively highlight and summarize key researched areas that continue to develop. We describe the validity of measures and their potential biases, as well as the scientific methods used in this field. We describe some of the predictors of subjective well-being such as temperament, income and supportive social relationships. Higher subjective well-being has been associated with good health and longevity, better social relationships, work performance and creativity. At the community and societal levels, cultures differ not only in their levels of well-being but also to some extent in the types of subjective well-being they most value. Furthermore, there are both universal and unique predictors of subjective well-being in various societies. National accounts of subjective well-being to help inform policy decisions at the community and societal levels are now being considered and adopted. Finally we discuss the unknowns in the science and needed future research.",10.1038/s41562-018-0307-6,Advances in subjective well-being research
48,University of Virginia,Shigehiro Oishi,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The empirical science of subjective well-being, popularly referred to as happiness or satisfaction, has grown enormously in the past decade. In this Review, we selectively highlight and summarize key researched areas that continue to develop. We describe the validity of measures and their potential biases, as well as the scientific methods used in this field. We describe some of the predictors of subjective well-being such as temperament, income and supportive social relationships. Higher subjective well-being has been associated with good health and longevity, better social relationships, work performance and creativity. At the community and societal levels, cultures differ not only in their levels of well-being but also to some extent in the types of subjective well-being they most value. Furthermore, there are both universal and unique predictors of subjective well-being in various societies. National accounts of subjective well-being to help inform policy decisions at the community and societal levels are now being considered and adopted. Finally we discuss the unknowns in the science and needed future research.",10.1038/s41562-018-0307-6,Advances in subjective well-being research
49,University of Queensland,Fiona Kate Barlow,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (N = 1,003) and during the first 18 days of lockdown (N = 1,003). Two categories of outcomes were examined: (a) institutional trust and attitudes toward the nation and government and (b) health and well-being. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the prelockdown prepandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity and has applied implications for how countries face this global challenge. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",10.1037/amp0000662,"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being."
50,University of Queensland,Raine Vickers-Jones,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (N = 1,003) and during the first 18 days of lockdown (N = 1,003). Two categories of outcomes were examined: (a) institutional trust and attitudes toward the nation and government and (b) health and well-being. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the prelockdown prepandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity and has applied implications for how countries face this global challenge. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",10.1037/amp0000662,"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being."
51,"Silverdale Medical, Auckland, New Zealand",Isabelle M. Duck,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (N = 1,003) and during the first 18 days of lockdown (N = 1,003). Two categories of outcomes were examined: (a) institutional trust and attitudes toward the nation and government and (b) health and well-being. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the prelockdown prepandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity and has applied implications for how countries face this global challenge. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",10.1037/amp0000662,"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being."
52,University of Auckland,Carla A. Houkamau,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (N = 1,003) and during the first 18 days of lockdown (N = 1,003). Two categories of outcomes were examined: (a) institutional trust and attitudes toward the nation and government and (b) health and well-being. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the prelockdown prepandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity and has applied implications for how countries face this global challenge. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",10.1037/amp0000662,"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being."
53,Victoria University of Wellington,Taciano L. Milfont,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (N = 1,003) and during the first 18 days of lockdown (N = 1,003). Two categories of outcomes were examined: (a) institutional trust and attitudes toward the nation and government and (b) health and well-being. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the prelockdown prepandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity and has applied implications for how countries face this global challenge. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",10.1037/amp0000662,"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being."
54,University of Auckland,Danny Osborne,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (N = 1,003) and during the first 18 days of lockdown (N = 1,003). Two categories of outcomes were examined: (a) institutional trust and attitudes toward the nation and government and (b) health and well-being. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the prelockdown prepandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity and has applied implications for how countries face this global challenge. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",10.1037/amp0000662,"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being."
55,University of Auckland,Joseph Bulbulia,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (N = 1,003) and during the first 18 days of lockdown (N = 1,003). Two categories of outcomes were examined: (a) institutional trust and attitudes toward the nation and government and (b) health and well-being. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the prelockdown prepandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity and has applied implications for how countries face this global challenge. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",10.1037/amp0000662,"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being."
56,University of Auckland,Petar Milojev,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (N = 1,003) and during the first 18 days of lockdown (N = 1,003). Two categories of outcomes were examined: (a) institutional trust and attitudes toward the nation and government and (b) health and well-being. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the prelockdown prepandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity and has applied implications for how countries face this global challenge. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",10.1037/amp0000662,"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being."
